Trip_ID,TransactionMonth,Destination,Start_date,End_date,Number_of_travelers,Client_ID,Client_age_range,Client_gender,Referral_source,Client_credit_card,Client_nationality,Client_age,Client_rank,Time_of_first_call,Accommodation_type,Transportation_cost,Accommodation_cost,Tours_cost,Insurance_cost,Agency_fee,Agency_hours,On_call_hours,Associates_involved,Internal_service_failures
4860,2025-12,"New Delhi, India",2026-01-17,2026-01-21,2.0,,26-35,M,Social Media,MasterCard,Switzerland,,na,Morning,Standard,1534.1,1344.0,90.19,100.0,772.94,11.69,,0.0,
4861,2021-06,"Bangkok, Thailand",08/02/2021,2021-08-09,6.0,3691.0,36-50,F,Friend/Family,Discover,Italy,44.0,na,Afternoon,Budget,3383.62,3675.0,104.09,100.0,956.31,16.11,10.68,0.0,0.0
4862,2021-12,"Barcelona, Spain",2022-03-09,2022-03-17,4.0,283.0,51+,F,Search Engine,Discover,South Korea,67.0,frequent,Evening,Standard,2452.07,6912.0,67.94,100.0,827.27,15.93,8.78,0.0,1.0
4863,2022-02,Bangkok;  Thailand,2022-03-06,2022-03-14,1.0,3986.0,36-50,F,Online Ad,MasterCard,Canada,38.0,na,Afternoon,Standard,649.31,,117.81,98.51,959.73,9.22,6.01,,0.0
4864,2025-10,"Bali, Indonesia",2026-01-14,2026-01-28,3.0,3145.0,51+,F,Search Engine,Visa,Portugal,62.0,Frequent,Morning,Standard,1682.71,7560.0,119.87,100.0,672.23,14.05,6.8,0.0,0.0
4865,2022-06,Rome ( Italy,2022-09-18,2022-09-25,1.0,2133.0,51+,M,Other,Amex,Poland,68.0,vip,,Standard,694.84,1554.0,128.25,100.0,780.23,6.95,3.61,0.0,1.0
4866,2024-01,"Rome, Italy",2024-05-05,2024-05-17,3.0,3411.0,36-50,M,,Visa,Ethiopia,44.0,frequent,Evening,Standard,1346.87,7992.0,118.98,100.0,750.52,11.62,4.52,2.0,
4867,2025-02,"Paris, France",2025-04-23,2025-05-03,1.0,1688.0,36-50,M,Friend/Family,Visa,Greece,49.0,na,Afternoon,Standard,,2280.0,123.62,100.0,643.22,6.95,2.2,2.0,2.0
4868,2021-02,"Rome, Italy",2021-05-04,2021-05-08,1.0,1272.0,51+,F,Search Engine,MasterCard,Poland,53.0,Frequent,Morning,Standard,622.1,888.0,126.31,40.36,870.11,9.88,3.7,0.0,
4869,2025-09,"Bali, Indonesia",2025-11-06,2025-11-20,2.0,4210.0,36-50,M,Friend/Family,Visa,Brazil,39.0,na,Evening,Standard,1580.37,,127.76,100.0,728.62,10.54,4.24,0.0,
4870,2025-01,"Bali, Indonesia",2025-06-24,2025-07-04,2.0,371.0,18-25,M,,Amex,Brazil,21.0,na,Afternoon,Luxury,1321.32,9000.0,154.4,100.0,941.04,10.37,3.24,1.0,
4871,2024-12,"Paris, France",2025-02-08,2025-02-19,1.0,4058.0,18-25,M,Friend/Family,Amex,Mexico,20.0,Frequent Traveler,Afternoon,Standard,568.26,2508.0,106.79,100.0,824.36,5.77,2.1,,0.0
4872,2023-02,"Rome, Italy",2023-04-28,2023-05-04,3.0,362.0,36-50,F,Social Media,MasterCard,China,38.0,na,Morning,Luxury,1708.88,9990.0,101.55,100.0,841.07,11.31,4.36,0.0,1.0
4873,2024-02,"Barcelona, Spain",2024-03-26,2024-03-29,5.0,3475.0,51+,M,,MasterCard,Poland,51.0,na,Evening,Luxury,2488.19,8100.0,133.05,100.0,,14.88,7.16,1.0,0.0
4874,2022-01,"Cairo, Egypt",2022-05-02,2022-05-12,1.0,,36-50,M,Online Ad,Visa,Ghana,39.0,VIP,Afternoon,Luxury,630.35,3900.0,164.34,100.0,1138.26,11.52,3.95,1.0,
4875,2021-01,"Rome, Italy",2021-04-27,2021-05-10,4.0,1240.0,51+,M,Online Ad,Visa,India,68.0,frequent,Morning,Budget,2743.66,4810.0,100.79,100.0,850.92,12.2,8.81,0.0,
4876,2023-01,"Cape Town, South Africa",2023-06-23,2023-06-26,6.0,4498.0,18-25,F,Friend/Family,Visa,Venezuela,25.0,na,Evening,Standard,4476.14,3024.0,129.64,100.0,1312.27,17.82,11.88,1.0,
4877,2022-09,"Rome, Italy",12/25/2022,2023-01-03,1.0,2510.0,26-35,M,Friend/Family,Amex,USA,27.0,Frequent,Evening,Budget,579.11,832.5,63.32,56.76,1030.07,7.15,2.61,0.0,1.0
4878,2025-03,"Cairo, Egypt",2025-08-20,2025-08-23,1.0,1898.0,36-50,F,Search Engine,Visa,Mexico,46.0,Frequent Traveler,Evening,Standard,866.88,468.0,130.89,32.79,870.71,,,0.0,0.0
4879,2023-10,"Tokyo, Japan",2023-12-26,2024-01-09,1.0,739.0,51+,M,Friend/Family,MasterCard,Switzerland,62.0,na,Morning,Luxury,579.65,7140.0,146.81,100.0,,10.75,,0.0,0.0
4880,2023-08,"New Delhi, India",2023-10-09,2023-10-16,1.0,4649.0,51+,M,Friend/Family,Amex,China,62.0,Frequent,Morning,Budget,674.31,490.0,104.93,90.23,840.78,13.09,7.06,0.0,
4881,2023-06,"Paris, France",2023-07-07,2023-07-10,1.0,924.0,36-50,F,Online Ad,Visa,Portugal,48.0,frequent,Evening,Budget,596.31,285.0,74.52,14.0,740.24,7.41,,0.0,0.0
4882,2021-09,"Paris, France",2021-10-05,2021-10-10,6.0,3693.0,36-50,M,Friend/Family,,China,36.0,Frequent,Morning,,3966.6,6840.0,85.08,100.0,863.91,15.29,,,0.0
4883,2023-12,"Reykjavik, Iceland",2024-01-08,2024-01-21,2.0,3869.0,51+,F,,Discover,Brazil,54.0,na,Afternoon,Budget,927.36,2080.0,80.41,100.0,787.87,10.58,,0.0,
4884,2021-09,"Johannesburg, South Africa",2021-12-19,2021-12-23,,2493.0,36-50,F,Search Engine,Visa,Greece,37.0,frequent,Afternoon,Budget,2900.25,1056.0,43.98,100.0,1102.22,17.58,,1.0,0.0
4885,2023-07,"Tokyo, Japan",2023-09-14,2023-09-28,1.0,2656.0,18-25,F,Search Engine,Visa,Nigeria,23.0,frequent,Afternoon,Luxury,468.17,7140.0,112.81,100.0,991.74,8.37,2.39,1.0,
4886,2022-11,"Barcelona, Spain",2023-01-07,2023-01-18,4.0,3866.0,51+,F,Online Ad,Discover,Japan,54.0,VIP,Afternoon,Budget,2869.09,3960.0,91.2,100.0,738.85,10.85,5.35,3.0,
4887,2025-05,"Paris, France",2025-09-08,2025-09-20,1.0,3569.0,51+,M,Online Ad,Amex,Germany,,na,Evening,Budget,613.27,1140.0,89.78,95.24,548.55,8.96,3.87,1.0,0.0
4888,2024-05,"Paris, France",2024-10-25,2024-10-31,3.0,2668.0,26-35,M,Online Ad,Amex,France,31.0,na,Evening,Standard,2074.16,4104.0,103.87,100.0,850.39,7.97,3.38,2.0,
4889,2022-07,"Marrakech, Morocco",2022-11-12,2022-11-25,4.0,2594.0,51+,M,Social Media,Visa,Germany,66.0,Frequent Traveler,Evening,Luxury,2085.3,21060.0,,,,18.67,10.74,1.0,0.0
4890,2024-02,"Bangkok, Thailand",2024-03-04,2024-03-10,5.0,926.0,26-35,F,Other,,USA,33.0,na,Afternoon,Standard,2928.75,6300.0,146.65,100.0,963.65,14.52,8.73,0.0,1.0
4891,2024-02,"Paris, France",2024-03-08,2024-03-16,2.0,3389.0,51+,M,Friend/Family,Visa,South Korea,58.0,vip,Morning,Standard,920.4,3648.0,89.64,100.0,687.31,8.98,6.39,1.0,0.0
4892,2023-01,"Tokyo, Japan",2023-03-02,2023-03-06,6.0,2485.0,51+,M,Search Engine,MasterCard,Brazil,56.0,na,Morning,Standard,3090.42,4896.0,106.7,100.0,757.15,19.62,10.0,,
4893,2023-06,"Paris, France",2023-08-25,2023-09-04,4.0,2426.0,51+,F,Online Ad,Visa,Vietnam,54.0,Frequent,,Luxury,1806.02,22800.0,137.54,100.0,652.24,9.98,5.9,,
4894,2021-08,"New Delhi, India",2021-10-27,2021-11-06,4.0,2682.0,18-25,M,Online Ad,MasterCard,Germany,20.0,na,Evening,Standard,2860.93,6720.0,144.6,100.0,1413.89,14.65,5.61,1.0,
4895,2023-08,"Johannesburg, South Africa",2023-12-22,2023-12-26,1.0,,36-50,M,Online Ad,MasterCard,Vietnam,47.0,na,Evening,,733.71,264.0,85.35,28.26,1003.21,12.67,,0.0,0.0
4896,2023-12,"Bangkok, Thailand",2024-02-21,2024-03-06,2.0,,36-50,M,Search Engine,Visa,Thailand,37.0,na,Morning,Standard,1151.08,5880.0,112.87,100.0,750.43,7.54,3.35,0.0,0.0
4897,2022-04,"Johannesburg, South Africa",2022-08-28,2022-09-05,2.0,,36-50,M,Social Media,Visa,France,42.0,na,Evening,Budget,1534.48,1056.0,82.24,100.0,1132.08,12.76,,2.0,1.0
4898,2022-11,"Buenos Aires, Argentina",2023-02-03,2023-02-17,1.0,,51+,M,Online Ad,Discover,South Korea,51.0,na,Afternoon,Standard,633.75,2116.8,83.99,98.64,982.08,15.77,9.45,,0.0
4899,2021-02,"Barcelona, Spain",2021-07-28,2021-08-09,2.0,689.0,18-25,F,Search Engine,Amex,Spain,,frequent,,Luxury,1231.09,12960.0,163.1,100.0,1227.69,6.58,2.35,1.0,
4900,2025-09,Marrakech;  Morocco,2025-12-03,2025-12-17,2.0,1988.0,18-25,F,Online Ad,Amex,USA,25.0,na,Evening,Luxury,1359.23,11340.0,131.67,100.0,962.85,14.04,7.13,1.0,0.0
4901,2024-08,"New Delhi, India",2024-12-27,2025-01-04,5.0,2408.0,18-25,F,Online Ad,MasterCard,Poland,19.0,na,Afternoon,Standard,3894.52,6720.0,130.53,100.0,1128.11,17.32,,,0.0
4902,2024-05,"Santiago, Chile",2024-09-26,2024-10-08,2.0,2731.0,36-50,M,Social Media,Visa,Canada,42.0,frequent,Afternoon,Standard,1812.6,3686.4,137.2,100.0,939.01,14.37,7.1,0.0,0.0
4903,2023-10,"Bangkok, Thailand",2024-03-07,2024-03-21,1.0,3941.0,18-25,M,Friend/Family,MasterCard,UK,22.0,Frequent Traveler,Morning,Standard,429.43,2940.0,92.7,100.0,1000.33,8.33,2.72,1.0,0.0
4904,2022-12,"Johannesburg, South Africa",2023-04-22,2023-05-06,2.0,4670.0,36-50,F,Search Engine,MasterCard,Canada,36.0,frequent,Afternoon,Luxury,1596.1,11088.0,138.15,100.0,1060.4,13.5,7.14,1.0,
4905,2023-07,"Lima, Peru",2023-09-13,2023-09-24,5.0,4334.0,51+,M,Friend/Family,Visa,Japan,61.0,frequent,Evening,Budget,3224.85,3575.0,126.94,100.0,894.4,20.64,15.86,1.0,0.0
4906,2025-08,"Barcelona, Spain",2025-10-06,2025-10-09,1.0,441.0,36-50,F,Friend/Family,Visa,Panama,40.0,frequent,Evening,Budget,511.25,270.0,114.54,39.07,650.22,5.84,2.28,2.0,
4907,2024-04,"Rome, Italy",2024-08-13,2024-08-23,8.0,3160.0,51+,M,Friend/Family,Amex,UK,66.0,na,Morning,Budget,3919.07,7400.0,99.29,100.0,599.29,25.61,19.0,2.0,2.0
4908,2022-08,Rome;  Italy,10/31/2022,2022-11-09,2.0,676.0,26-35,F,Online Ad,MasterCard,Thailand,,frequent,Morning,Standard,1292.32,3996.0,141.67,100.0,1037.45,8.91,2.53,0.0,
4909,2021-02,"New Delhi, India",2021-07-06,2021-07-17,2.0,1517.0,36-50,M,Search Engine,Visa,Italy,48.0,na,Evening,Standard,,3696.0,132.35,100.0,1170.66,12.35,5.01,0.0,0.0
4910,2023-07,New Delhi;  India,2023-08-16,2023-08-22,3.0,3249.0,18-25,M,,MasterCard,Portugal,23.0,na,Evening,Standard,2138.51,3024.0,106.44,100.0,1218.11,15.3,8.81,0.0,0.0
4911,2023-07,"Barcelona, Spain",2023-10-14,2023-10-18,3.0,3036.0,51+,F,Social Media,Visa,China,68.0,na,Afternoon,Budget,2127.26,1080.0,79.9,100.0,713.63,12.93,8.98,0.0,0.0
4912,2023-01,"Johannesburg, South Africa",2023-03-28,2023-04-03,6.0,10.0,36-50,M,Online Ad,Visa,South Korea,40.0,na,Evening,Luxury,3451.32,14256.0,149.57,100.0,1043.35,22.25,17.66,0.0,0.0
4913,2024-03,"Barcelona, Spain",2024-08-01,2024-08-04,2.0,1884.0,51+,M,Online Ad,Amex,Portugal,52.0,Frequent Traveler,Afternoon,Standard,1128.61,1296.0,97.63,92.6,650.59,9.16,,0.0,1.0
4914,2024-09,"Rome, Italy",2025-02-10,2025-02-17,3.0,4541.0,51+,F,,,USA,51.0,frequent,Morning,Budget,1023.87,1942.5,99.06,100.0,647.81,12.1,,,2.0
4915,2024-03,"Cairo, Egypt",04/18/2024,2024-04-24,2.0,2879.0,36-50,F,Search Engine,MasterCard,Cuba,50.0,na,Evening,Standard,1438.9,1872.0,116.03,100.0,902.95,13.72,9.55,2.0,0.0
4916,2022-09,"Johannesburg, South Africa",2022-12-06,2022-12-19,1.0,,36-50,Other,Online Ad,MasterCard,USA,39.0,Frequent Traveler,Evening,Standard,703.26,2059.2,101.38,100.0,,12.25,4.52,,1.0
4917,2024-06,"Bangkok, Thailand",2024-11-07,2024-11-15,3.0,348.0,26-35,F,Social Media,MasterCard,China,29.0,na,Afternoon,Luxury,2066.9,12600.0,141.7,100.0,952.76,8.54,3.98,0.0,1.0
4918,2025-05,"Bali, Indonesia",2025-08-29,2025-09-07,6.0,3321.0,18-25,M,Search Engine,Visa,UK,19.0,na,Evening,Budget,4067.89,4050.0,102.17,100.0,985.66,18.98,10.31,2.0,1.0
4919,2021-01,"Barcelona, Spain",2021-06-13,2021-06-18,3.0,1577.0,51+,F,Search Engine,Visa,Canada,59.0,na,Evening,Luxury,2011.52,8100.0,161.81,100.0,840.55,10.54,,,0.0
4920,2025-03,"Rome, Italy",05/18/2025,2025-05-28,3.0,4758.0,26-35,M,Friend/Family,MasterCard,Mexico,34.0,na,Evening,Budget,1793.38,2775.0,63.56,100.0,809.27,8.78,3.94,,1.0
4921,2021-06,"Paris, France",2021-09-27,2021-10-07,6.0,1852.0,51+,F,,Discover,Canada,,na,Evening,Budget,3111.49,5700.0,92.7,100.0,769.67,15.86,9.47,1.0,
4922,2025-08,"Lima, Peru",11/15/2025,2025-11-24,7.0,2522.0,36-50,F,Online Ad,Discover,Canada,41.0,na,Evening,Standard,5266.03,9828.0,153.09,100.0,831.25,24.92,13.47,,0.0
4923,2021-04,"Paris, France",2021-06-22,2021-07-04,,4456.0,51+,F,Social Media,Discover,India,,vip,Morning,Standard,938.04,,103.6,100.0,817.83,10.03,3.89,1.0,
4924,2023-06,"Santiago, Chile",2023-09-07,2023-09-13,8.0,4106.0,26-35,M,,Visa,Indonesia,26.0,Frequent,Afternoon,Budget,5045.16,3072.0,94.52,100.0,1351.19,26.48,18.43,,
4925,2025-03,"Barcelona, Spain",2025-06-22,2025-07-02,7.0,4830.0,,F,Online Ad,Amex,South Africa,36.0,frequent,,Standard,2202.54,15120.0,77.35,100.0,656.37,19.27,10.84,0.0,0.0
4926,2023-02,"Rome, Italy",2023-06-21,2023-07-02,,3186.0,18-25,M,Online Ad,MasterCard,Romania,20.0,frequent,Afternoon,Standard,1361.56,4884.0,89.04,,985.19,10.23,,0.0,
4927,2023-03,"Bali, Indonesia",2023-05-21,2023-05-31,2.0,3179.0,26-35,F,Friend/Family,MasterCard,Poland,26.0,na,Afternoon,,1367.91,1500.0,50.79,93.22,1226.96,10.67,5.25,,
4928,2021-08,"Johannesburg, South Africa",2021-12-21,2021-12-28,1.0,4539.0,26-35,F,Social Media,Visa,China,33.0,frequent,Morning,Luxury,669.78,2772.0,137.96,100.0,1446.12,12.95,4.91,0.0,0.0
4929,2022-03,"Cairo, Egypt",2022-07-04,2022-07-12,7.0,3130.0,26-35,F,Social Media,Visa,Mexico,33.0,na,Afternoon,Standard,4111.89,8736.0,122.62,100.0,1437.52,24.3,17.14,0.0,
4930,2021-01,"Buenos Aires, Argentina",06/20/2021,2021-07-04,3.0,4520.0,26-35,M,Online Ad,MasterCard,Romania,29.0,frequent,Evening,Budget,2266.36,2646.0,111.83,100.0,1505.58,14.75,7.4,1.0,0.0
4931,2021-10,"Rome, Italy",2021-11-18,2021-11-24,5.0,949.0,,F,Online Ad,Visa,Panama,18.0,na,Morning,Standard,2440.0,6660.0,105.37,100.0,1100.53,13.51,5.82,1.0,
4932,2022-04,"Lima, Peru",05/07/2022,2022-05-13,5.0,596.0,51+,F,Search Engine,MasterCard,UK,,na,Evening,,3012.63,11700.0,145.55,100.0,1001.63,21.43,26.35,0.0,0.0
4933,2025-10,"Bali, Indonesia",2025-11-30,2025-12-03,1.0,2996.0,36-50,F,Search Engine,,Brazil,38.0,na,Evening,,524.84,225.0,65.47,70.57,780.75,10.38,4.47,0.0,0.0
4934,2022-03,"Johannesburg, South Africa",2022-05-05,2022-05-10,1.0,806.0,36-50,M,Search Engine,MasterCard,Iceland,,na,Morning,Budget,543.55,330.0,85.58,27.07,1009.66,13.4,8.18,2.0,0.0
4935,2023-09,"Barcelona, Spain",2024-02-05,2024-02-10,6.0,3987.0,18-25,F,Friend/Family,MasterCard,UK,25.0,vip,Afternoon,Luxury,3531.18,16200.0,160.68,100.0,948.01,17.01,,0.0,
4936,2021-12,"Cape Town, South Africa",2022-04-29,2022-05-11,4.0,1495.0,51+,Other,Friend/Family,MasterCard,South Korea,51.0,na,Morning,Standard,,8064.0,104.66,100.0,992.9,17.02,,0.0,
4937,2023-10,"Bangkok, Thailand",2023-11-09,2023-11-22,5.0,2493.0,36-50,F,,Visa,Greece,37.0,na,Morning,Luxury,2510.77,34125.0,129.11,100.0,823.09,12.96,8.35,0.0,0.0
4938,2021-12,"Rome, Italy",2022-05-03,2022-05-12,6.0,1191.0,18-25,F,Search Engine,Discover,Argentina,23.0,frequent,Afternoon,,2861.22,11988.0,124.28,100.0,1048.72,15.95,,1.0,0.0
4939,2023-08,"Tokyo, Japan",2023-09-28,2023-10-08,1.0,3143.0,36-50,M,Online Ad,Amex,Vietnam,39.0,na,Afternoon,,707.4,2040.0,97.25,100.0,846.06,8.17,2.73,0.0,
4940,2024-02,"Rome, Italy",2024-07-18,2024-07-23,1.0,2995.0,51+,M,Social Media,Visa,UK,66.0,na,Evening,Standard,763.05,1110.0,120.3,79.09,631.03,7.88,3.78,1.0,
4941,2021-06,"Cairo, Egypt",2021-11-17,2021-11-28,3.0,2479.0,36-50,Other,Friend/Family,Visa,Romania,47.0,na,Evening,Budget,1100.3,2145.0,,100.0,1171.12,16.08,,1.0,1.0
4942,2025-08,"New Delhi, India",2026-01-24,2026-02-05,1.0,352.0,51+,M,Other,Discover,Vietnam,63.0,na,Afternoon,Standard,584.74,2016.0,94.5,100.0,737.17,12.69,,0.0,0.0
4943,2024-06,"Rome, Italy",2024-09-01,2024-09-04,4.0,,36-50,M,Other,MasterCard,Canada,41.0,frequent,Afternoon,Standard,2096.64,2664.0,84.09,100.0,691.58,11.67,6.89,0.0,
4944,2021-11,"Bali, Indonesia",2022-04-16,2022-04-28,3.0,,36-50,F,,Discover,China,38.0,na,Afternoon,Luxury,1900.72,16200.0,121.65,100.0,1041.57,13.38,7.39,2.0,0.0
4945,2023-02,"New Delhi, India",2023-03-06,2023-03-12,5.0,646.0,26-35,F,Other,MasterCard,Switzerland,31.0,na,Evening,Standard,3456.61,5040.0,114.56,100.0,1231.71,20.13,18.59,,1.0
4946,2023-04,"Tokyo, Japan",2023-06-30,2023-07-06,1.0,3771.0,26-35,F,Friend/Family,MasterCard,Canada,35.0,Frequent Traveler,Morning,Budget,423.08,510.0,79.66,23.8,844.18,9.18,3.87,1.0,
4947,2024-06,Santiago;  Chile,2024-08-21,2024-09-03,5.0,3404.0,26-35,Other,Online Ad,MasterCard,Portugal,29.0,na,,Standard,4668.15,9984.0,125.84,100.0,1151.39,18.34,,0.0,
4948,2022-01,Cape Town ( South Africa,2022-06-16,2022-06-29,2.0,3654.0,36-50,M,Online Ad,Visa,India,46.0,frequent,Evening,Standard,1358.95,4368.0,136.42,100.0,1090.94,13.03,,0.0,0.0
4949,2023-05,Bangkok;  Thailand,2023-07-21,2023-07-29,2.0,1969.0,36-50,M,Friend/Family,MasterCard,UK,37.0,na,Evening,Standard,1360.8,3360.0,106.16,100.0,784.96,8.1,,1.0,0.0
4950,2025-10,"Santiago, Chile",2025-12-13,2025-12-25,2.0,4922.0,36-50,F,Social Media,,South Korea,37.0,na,Evening,Budget,1386.23,1536.0,86.55,100.0,829.19,12.45,6.53,0.0,0.0
4951,2025-09,"Barcelona, Spain",2026-02-24,2026-03-06,4.0,2180.0,51+,M,Online Ad,MasterCard,Germany,68.0,na,Evening,Standard,1876.43,8640.0,138.99,100.0,577.36,12.26,6.56,0.0,
4952,2021-04,"Bangkok, Thailand",2021-07-06,2021-07-18,1.0,1953.0,18-25,F,,Visa,UK,19.0,VIP,Evening,Standard,526.31,2520.0,155.06,100.0,1169.41,,,1.0,1.0
4953,2023-02,"Johannesburg, South Africa",2023-05-05,2023-05-11,8.0,2807.0,36-50,M,Social Media,Visa,Mexico,46.0,na,Evening,Standard,,7603.2,137.0,100.0,,26.35,19.79,0.0,0.0
4954,2022-03,"New Delhi, India",2022-06-23,2022-07-03,5.0,3359.0,51+,F,Friend/Family,Visa,Morocco,58.0,na,Afternoon,Standard,3933.47,8400.0,117.64,100.0,949.17,19.15,,0.0,0.0
4955,2021-05,"Reykjavik, Iceland",2021-07-09,2021-07-23,,9.0,36-50,M,Friend/Family,Visa,France,36.0,na,Evening,Standard,1261.57,5376.0,145.07,100.0,1084.9,10.15,,0.0,
4956,2025-10,"Reykjavik, Iceland",2026-02-11,2026-02-18,1.0,3982.0,36-50,F,,,Canada,41.0,Frequent,Afternoon,Standard,414.08,1344.0,87.92,82.95,748.3,7.95,3.69,0.0,
4957,2024-06,"Reykjavik, Iceland",2024-07-13,2024-07-24,2.0,1313.0,,M,Social Media,MasterCard,Poland,42.0,Frequent,Afternoon,Standard,1289.1,4224.0,117.76,100.0,791.16,10.66,5.18,0.0,0.0
4958,2024-05,"Johannesburg, South Africa",07/06/2024,2024-07-12,2.0,,26-35,F,Friend/Family,MasterCard,Japan,35.0,Frequent Traveler,Afternoon,Standard,1282.77,1900.8,127.26,100.0,974.94,12.25,,1.0,0.0
4959,2022-12,"Tokyo, Japan",2023-03-08,2023-03-15,8.0,2152.0,26-35,F,Friend/Family,Discover,UK,29.0,VIP,Morning,Standard,4217.48,11424.0,121.63,100.0,1065.96,25.44,12.87,,0.0
4960,2022-08,"Bali, Indonesia",2022-11-06,2022-11-11,3.0,4040.0,51+,M,Social Media,Amex,Indonesia,64.0,na,Evening,Standard,1693.71,2700.0,96.36,100.0,898.02,15.01,9.86,,1.0
4961,2021-11,"Paris, France",12/29/2021,2022-01-07,6.0,4109.0,51+,F,Social Media,Visa,South Korea,52.0,na,Afternoon,Luxury,2753.62,30780.0,119.88,100.0,722.64,16.05,,0.0,0.0
4962,2024-05,"Barcelona, Spain",2024-09-28,2024-10-03,3.0,4848.0,18-25,M,Other,,Mexico,,na,Evening,Luxury,1301.36,8100.0,157.73,100.0,954.51,8.13,3.52,0.0,
4963,2023-05,"Rome, Italy",2023-08-08,2023-08-18,3.0,1514.0,36-50,F,Social Media,Discover,Thailand,39.0,na,Morning,Standard,2003.93,6660.0,131.21,100.0,747.67,8.63,2.84,0.0,0.0
4964,2022-05,"Bangkok, Thailand",10/20/2022,2022-10-28,1.0,723.0,36-50,F,Online Ad,Visa,Sweden,45.0,na,Afternoon,Budget,413.93,700.0,90.36,62.14,,7.97,2.5,,
4965,2023-08,"New Delhi, India",10/30/2023,2023-11-05,4.0,1965.0,36-50,F,Search Engine,Discover,UK,38.0,na,Afternoon,Standard,2219.44,4032.0,119.99,100.0,907.36,13.33,8.76,0.0,1.0
4966,2023-11,"Reykjavik, Iceland",2024-01-16,2024-01-29,,2421.0,36-50,F,Social Media,MasterCard,Germany,42.0,na,Evening,Standard,4127.67,12480.0,136.12,100.0,834.65,16.35,11.47,0.0,0.0
4967,2021-06,"Barcelona, Spain",2021-09-03,2021-09-15,4.0,2145.0,26-35,M,Friend/Family,Visa,Italy,27.0,na,Afternoon,Luxury,2054.78,25920.0,135.69,100.0,1146.67,10.94,5.34,1.0,0.0
4968,2022-03,"Rome, Italy",2022-06-17,2022-06-22,1.0,2775.0,18-25,M,Online Ad,Visa,Brazil,22.0,Frequent Traveler,Afternoon,Standard,498.02,1110.0,103.84,62.7,1071.93,7.47,,,0.0
4969,2025-06,"Paris, France",2025-11-15,2025-11-26,2.0,,26-35,F,Online Ad,MasterCard,USA,32.0,na,Evening,Budget,1179.47,2090.0,88.2,100.0,,10.16,3.52,0.0,0.0
4970,2021-11,"Barcelona, Spain",04/03/2022,2022-04-13,6.0,3674.0,18-25,F,Social Media,MasterCard,Germany,19.0,frequent,Afternoon,Standard,2775.84,12960.0,77.0,100.0,1160.58,16.21,6.6,0.0,0.0
4971,2021-01,"Barcelona, Spain",2021-05-22,2021-05-30,4.0,2446.0,36-50,M,Online Ad,Visa,Greece,42.0,VIP,Afternoon,Luxury,2569.36,17280.0,97.73,100.0,906.81,11.94,5.07,,0.0
4972,2025-12,Paris;  France,2026-04-06,2026-04-10,2.0,2122.0,26-35,M,Social Media,Visa,USA,30.0,na,Afternoon,Luxury,1087.87,4560.0,133.3,100.0,801.93,7.16,2.96,0.0,1.0
4973,2021-05,"Paris, France",2021-09-27,2021-10-05,4.0,2741.0,18-25,M,,MasterCard,Canada,20.0,Frequent Traveler,Morning,Standard,2605.72,7296.0,,100.0,1121.5,9.43,3.16,0.0,1.0
4974,2021-12,"Rome, Italy",05/13/2022,2022-05-26,3.0,3472.0,26-35,M,Search Engine,MasterCard,Kenya,26.0,vip,Afternoon,Luxury,825.82,21645.0,164.65,100.0,1071.74,8.82,3.73,1.0,2.0
4975,2024-07,"Paris, France",2024-12-05,2024-12-18,2.0,1828.0,36-50,F,Search Engine,Amex,Mexico,44.0,V.I.P.,Evening,Standard,1081.28,5928.0,135.91,100.0,695.08,7.03,3.38,,1.0
4976,2025-09,"Bangkok, Thailand",2026-02-13,2026-02-21,3.0,,26-35,F,Social Media,MasterCard,Mexico,34.0,frequent,Afternoon,Standard,1130.36,5040.0,96.34,100.0,819.6,9.86,3.21,3.0,1.0
4977,2025-09,"Marrakech, Morocco",2026-02-16,2026-02-21,4.0,4029.0,26-35,F,Online Ad,Amex,Indonesia,28.0,na,Evening,,2674.44,8100.0,129.57,,1012.23,16.58,9.94,,0.0
4978,2025-08,"Tokyo, Japan",2025-09-18,2025-10-02,2.0,1039.0,18-25,M,Online Ad,Visa,Ecuador,23.0,Frequent Traveler,Morning,Standard,868.01,5712.0,123.11,100.0,814.76,10.73,5.78,0.0,
4979,2025-01,"New Delhi, India",2025-02-25,2025-03-07,3.0,2506.0,26-35,M,Online Ad,MasterCard,UK,26.0,na,Evening,Standard,2144.46,5040.0,70.1,100.0,1102.15,13.24,,0.0,
4980,2023-01,"Bali, Indonesia",2023-04-13,2023-04-24,5.0,2698.0,51+,Other,Friend/Family,Visa,Indonesia,64.0,frequent,Morning,Standard,3419.54,9900.0,147.29,100.0,859.24,17.83,13.47,1.0,
4981,2022-11,"Rome, Italy",2023-03-05,2023-03-15,2.0,4092.0,36-50,F,Friend/Family,Visa,UK,47.0,na,Afternoon,Standard,721.72,4440.0,85.9,,822.22,9.39,4.14,,0.0
4982,2023-06,"Cairo, Egypt",07/24/2023,2023-07-31,2.0,,51+,M,Social Media,Visa,France,58.0,na,Morning,Standard,1324.99,2184.0,94.0,100.0,904.07,14.98,,0.0,0.0
4983,2024-04,"Cairo, Egypt",2024-07-23,2024-08-02,2.0,3479.0,36-50,M,Online Ad,Amex,South Korea,45.0,vip,Morning,Standard,1275.37,3120.0,136.77,100.0,986.03,13.51,6.01,2.0,0.0
